title,link,description,provider
Электромагнитные и электромеханические переходные процессы в электроэнергетических системах,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11080492,цель курса  дать теоретические знания в области электромагнитных и электромеханических переходных процессов а также сформировать практические навыки расчета параметров режимов коротких замыканий и обрывов фаз а также оценки и анализа статической и динамической устойчивости в электроэнергетических системах сформированные навыки анализа и расчета переходных процессов необходимы для изучения специальных дисциплин а также при написании выпускной работы курс знакомит с основными понятиями определениями и терминами обязательными для понимания переходных процессов происходящих в электроэнергетических системах,Росдистант
Электроника,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=12921726,"о
физических принципах работы электронных приборов  их характеристиках и параметрах
функционировании базовых схемах включения и областях применения методах
расчета электронных схем",Электронная информационно-образовательная среда ЮЗГУ. Учебные курсы ЮЗГУ
Электроника на Arduino,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=606410,"данный курс познакомит вас с основами электроники и программирования электронных устройств вам предстоит поработать с реальной электроникой и в конце сделать собственное устройство на ваш выбор образовательная программа подготовлена действующими специалистами лаборатории развития робототехники механикомашиностротельного института уральского федерального университета мы составили курс таким образом чтобы у вас было максимальное количество практики и только самая необходимая теория

курс является профориентационным для специальностей инженерэлектроник инженерпрограммист",Открытые образовательные программы и курсы УрФУ
Электронное здравоохранение (eHealth). Основные понятия,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=605061,"в курсе излагается понятие электронного здравоохранения и основная его реализация  единая государственная информационная система в сфере здравоохранения раскрывается цель задачи структура дается понятие телемедицины ее содержание возможности представляются медицинские информационные системы определение задачи структура применение защита персональных данных
в результате изучения курса вы будете знать роль электронного здравоохранения в деятельности врача нормативное и законодательное обеспечение порядок применения медицинских информационных систем телемедицинских технологий при оказании медицинской помощи",Stepik
Электронные измерительные приборы и датчики информации,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11080495,в курсе речь пойдет об электронных измерительных приборах общего назначения таких как осциллографы и мультиметры и о датчиках физических величин например температуры давления магнитного поля электрического напряжения и тока в курсе подробно рассмотрены физические принципы измерений конструкции приборов и датчиков наглядно рассматривается использование датчиков при разработке новых автоматизированных систем на базе микроконтроллерной техники теоретический материал сопровождается практическими примерами в курсе рассматриваются ключевые аспекты выбора и применения измерительной аппаратуры для решения задач энергоснабжения промышленной электроники и автоматизации в результате прохождения курса вы узнаете какие существуют измерительные приборы и датчики и как они устроены научитесь выбирать конкретную модель датчика или прибора для решения поставленной перед вами задачи и сможете применить новые навыки при проведении электронных измерений,Росдистант
Электронные платежные системы,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11092926,"курс посвящен рассмотрению принципов реализации платежей при помощи компьютерных и сетевых технологий а также платежных карт важным аспектом курса является его ориентированность на изучение вопросов обеспечения безопасности платежных транзакций и пользовательских данных

задачи курса

 формирование у слушателей фундаментальных общеэкономических и естественнонаучных знаний

 освоение слушателями базовых знаний в области традиционных и инновационных способов создания платежных систем

  приобретение теоретических знаний в области классификации субъектов и объектов электронных платежных транзакций

 приобретение навыков выявления мошеннических действий в области электронных платежей

 

курс подготовлен на базе международного научнометодического центра нияу мифи",Открытое образование
Электротехника и электроника,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11080552,в курсе подробно рассматриваются основные законы и методы расчета электрических цепей при постоянных токах и напряжениях символический метод расчета цепей синусоидального тока явления резонанса трехфазные цепи и методы их расчета методы расчета магнитных цепей принципы работы типового промышленного электрооборудования трансформаторов электрических машин постоянного и переменного тока  а также вопросы аналоговой и цифровой электроникив результате прохождения курса вы узнаете о принципах действия конструкции и области применения основного электротехнического оборудования на основании физических законов научитесь читать электрические принципиальные схемы изучите функции полупроводниковых элементов в основных электронных схемах и сможете применить основные законы электрических и магнитных цепей методы теоретического и экспериментального исследования в электротехнике и электронике,Росдистант
Электротехнические материалы,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11080498,обеспечение высокого качества материалов для современной электроэнергетики требует включения в программу подготовки бакалавров всех электротехнических направлений подготовки курса электротехнические материалы в котором рассматриваются классификация электротехнических материалов по их назначению составу и свойствам основные характеристики по которым оценивается пригодность материалов при их использовании в электротехнике основные особенности технологии электротехнических материалов наиболее характерные технически и экономически обоснованные применения электротехнических материалов в практикев результате прохождения курса вы научитесь обоснованно выбирать и использовать материалы в электротехнических устройствах применительно к условиям эксплуатации и воздействию внешних факторов сможете осуществлять на практике современные методы исследования параметров материалов применяемых  в электротехнических установках,Росдистант
Электротехнология,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11090289,курс рассматривает общие вопросы преобразования электрической энергии содержит лекции о способах преобразования электрической энергии в тепловую методах использования тепловой энергии в сельскохозяйственных производственных процессах приведена обзорная лекция по электрофизическим и электрохимическим методам обработки материалов включает иллюстративный материал облегчающий понимание практической части контроль усвоения материала реализован через тесты по разделам дисциплины и по завершению курса,Платформа ФГБОУ ВО Ижевская ГСХА
Элементарно.РУ,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11073834,"мечтаете учиться в россии собираетесь приехать в москву но не знаете ни слова порусски тогда этот курс для вас он поможет вам подготовиться к поездке заранее или ускорить знакомство с россией и русскими если вы уже в москве
главный герой курса  том он как и вы тоже иностранец и он только что приехал в москву чтобы учиться на подготовительном факультете он знает как непросто может быть жизнь в новой стране потому он решил вести видеоблог о том как он учит русский язык вместе с томом его русскими подругами инной и анной и его преподавателем русского языка еленой сергеевной вы познакомитесь с жизнью в россии узнаете что и как нужно говорить в самых важных ситуациях жизни
в курсе вы будете смотреть видео слушать читать писать и даже немного говорить порусски узнаете больше о русской культуре традициях и образе жизни русских также вы сможете попрактиковаться говорить порусски в самых важных ситуациях в диалоговом тренажере приключения тома в россии",Открытая онлайн-академия Финансового университета
Эмоциональный интеллект,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11043966,"основными задачами данного курса являются


	
	изучение структуры эмоционального интеллекта особенностей и закономерностей понимания и управления эмоциями
	
	
	формирование у слушателей общей коммуникативной компетенции
	
	
	овладение классическим техникам применяемых в сферах личной жизни и в бизнесе
	
	
	анализ и самодиагностика личных индивидуальных особенностей в управлении эмоциями и их учет для увеличения эффективности деятельности 
	
	
	изучение инструментов для понимания и управления своими эмоциями в различных рабочих и личных ситуациях
	
	
	формирование навыков влияния на эмоции других
	
	
	изучение способов профилактики и выхода из эмоционального выгорания",Открытое образование
Энергооборудование (источники энергии),https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11080502,курс предназначен для студентов которые в будущем на производстве будут заниматься в основном не инженерной а организационной работой в частности обеспечением техносферной безопасности поэтому цель курса  развитие технической эрудиции в области энергооборудования а не получение глубоких знаний в какойлибо узкой области на начальном этапе изучаются основы производства разных видов энергии и ее преобразование в электричество на тепловых гидравлических и атомных электростанциях далее рассматриваются способы преобразования и передачи электроэнергии к потребителям с использованием оборудования трансформаторных подстанций и лэп заключительная часть посвящена энергооборудованию промышленных и сельскохозяйственных предприятий в результате освоения курса вы получите необходимые знания умения и навыки которые позволят вам успешно решать широкий круг профессиональных задач,Росдистант
Этносоциология,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11071024,предлагаемый курс лекций раскрывает проблемы этнических и миграционных процессов в современном обществе в рамках курса будут рассмотрены концепции этничности этнической идентичности национализма мультикультурализма миграционных теорий на основе современных научных дискуссий благодаря изучению этносоциологии вы научитесь понимать и объяснять этнические и национальные феномены современного общества на конкретных примерах оценивать роль этничности и миграций в контексте глобализациив рамках данного курса слушатели познакомятся с основными понятиями этносоциологии теоретикометодологическими подходами к исследованию этничности этнической идентичности межэтнических отношениймы поговорим о двух типах межэтнических отношений  об этнической нетерпимости интолерантный тип которая включает в себя такие виды отношений как ксенофобия мигрантофобия межэтнические конфликты экстремизм и др также мы будем рассматривать и противоположный тип межэтнических отношений  этническую толерантность мы поговоримо таких проявлениях толерантности в современном обществе как межкультурный диалог сотрудничество солидарность эмпатия а также о том насколько важно уметь выстраивать конструктивный межэтнический и межкультурный диалог в условиях глобализацииеще одной важной темой нашего курса станет тема посвященная понятиям нация и национализм мы проведем сравнительный анализ теорий и подходов к определению данных понятий в западной и отечественной науке поговорим об их применении для изучения и оценки национальных феноменов в россии и на уровне мирового сообщества в целомизучение еще одной темы  темы миграции  позволит слушателям познакомиться с особенностями миграционных процессов современного общества в курсе будут рассмотрены социологические теории миграции адаптация мигрантов и изменения этнической принадлежности мигрантов в контексте глобализациии в заключении курса этносоциология мы рассмотрим национальную политику россии поговорим об этническом языковом и религиозном многообразии мира и регионов россии а также об основных задачах национальной политики рф,Stepik
Эффективная коммуникация в рабочей среде,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11043785,"от того насколько эффективно сотрудник может взаимодействовать с руководителем наставником коллегами заказчиками и партнерами зависит успех и скорость решения большого количества вопросов в современном бизнесе даже в эру цифровизации правила и принципы эффективной коммуникации между людьми остаются важнейшим фактором в любом деле

данный курс помогает студентам разобраться с принципами эффективной коммуникации в рабочей среде разбирается устная коммуникация деловая переписка как в письме так и в различных мессенджерах навыки публичных выступлений специфика коммуникации с представителями разных поколений в деловой среде

курс посвящен приобретению навыков и знаний в области деловой коммуникации в бизнес и производственной среде цель курса  получению и отработке навыков эффективной коммуникации в бизнес и деловой среде",Открытое образование
Эффективная коммуникация и практика речевого воздействия,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=3625,онлайнкурс эффективная коммуникация и практика речевого воздействия нацелен на формирование и совершенствование коммуникативных навыков востребованных в повседневной жизни учебной и профессиональной деятельности ключевым понятием курса является понятие коммуникативной компетентности личности подразумевающее знание законов и правил эффективной коммуникации и умения связанные с использованием арсенала коммуникативных средств в зависимости от ситуации общения и интенций коммуникантов,Образование на русском
Юмор и сатира в русской литературе 1920-х годов,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=604830,"1920е годы отличались бурным развитием смеховой литературы м зощенко м булгаков и ильф е петров е замятин а платонов и бабель в маяковский и др в рамках нашего курса у вас будет возможность окунуться в увлекательный мир юмора и сатиры увидеть связи этого мира с гротеском и фантасмагорией
цель изучения курсадать целостное представление о русской сатирикоюмористической литературе 1920х годов и ее роли в отечественном литературном процессе раскрыть эстетическое своеобразие смеховых произведений и особенности мировидения авторов",Образование на русском
Юридическая ответственность государственных и муниципальных служащих,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11080505,в курсе рассмотрены проблемы реализации института юридической ответственности в отношении государственных и муниципальных служащих в результате прохождения курса вы узнаете особенности реализации и виды юридической ответственности государственных и муниципальных служащих научитесь давать квалификацию противоправным деяниям должностных лиц сможете на практике применять нормы материального и процессуального права при решении вопросов о применении соответствующих мер юридической ответственности вы сможете соблюдать и защищать права и свободы человека и гражданина в сфере государственного управления и местного самоуправления выявлять пресекать и раскрывать правонарушения совершаемые государственными и муниципальными служащими,Росдистант
Юридическая ответственность за финансово-экономические нарушения,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11043502,курс формирует комплекс теоретических знаний и практических навыков вы узнаете основные виды финансовоэкономических нарушений и сможете предотвратить многие правонарушения познакомитесь с зарубежными законодательными особенностями и правилами юридической ответственности за финансовоэкономические нарушения предупреждён  значит вооружён,Открытая онлайн-академия Финансового университета
Юридическая поддержка стартапов,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=3599,"на нашем курсе изучаются юридические аспекты работы стартапов  растущих компаний в технологической сфере мы расскажем какими законами и как регулируется бизнес в какой форме создаются компании и как они работают заключают сделки нанимают сотрудников платят налоги

курс един в двух частях с одной стороны рассмотрены стандартные юридические вопросы любого предпринимателя не обязательно стартапера с другой стороны предусмотрены разделы посвященные именно инноваторам венчурные сделки краудфандинг интеллектуальная собственность",Открытое образование
Юриспруденция для не-Юристов,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=14197258,онлайнкурс юриспруденция для неюристов ставит целью ознакомить слушателей с базовыми понятиями прикладной и академической юриспруденции в курсе кратко представлены основы теории государства и права конституционного права гражданского права семейного и наследственного права юридической ответственности административной и уголовной,Онлайн-обучение в БФУ им И. Канта
Ядерная медицина,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11043927,"курс посвящен всестороннему междисциплинарному углубленному рассмотрению вопросов связанных с ядерной медициной

в рамках разделов курса подробно рассматриваются технологии получения радиофармпрепаратов получение радионуклидов химический синтез соединений и контроль качества нормативные требования правила gmp и особенности их клинического применения механизмы биораспределения препаратов моделирование их фармакокинетики а также физические основы и принципы работы инструментальных средств для проведения радионуклидной диагностики и терапии офэкт и пэт сканеры установки для брахитерапии

одной из основных особенностей курса является его реализация с участием действующего производства в первую очередь циклотронного центра ядерной медицины урфу что позволяет предоставлять слушателям курса наглядный материал по технологиям получения радиофармпрепаратов химическому синтезу соединений и их контролю качества

курс предназначен для профессионального сообщества в области ядерной медицины и медицинской физики сотрудников производственных организаций студентов технических и медицинских вузов бакалавриата магистратуры ординатуры аспирантов школьников свободных слушателей",Открытое образование
Ядерная физика,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=3908,"ядерная физика является одним из основных разделов физики связанных с описанием свойств материи в масштабе до 1015 м и энергиях от 103 до 103 мэв это наука естественно объединяет фундаментальные и прикладные аспекты ее прогресс определяется как внутренними физическими проблемами так и развитием других областей физики элементарных частиц астрофизики энергетики ядерных и радиационных технологий медицины и экологии

начинается и завершается курс лекциями о предмете ядерных исследований и их месте в общей системе естественнонаучных знаний даётся краткий исторический обзор приводятся данные о мировых тенденциях развития ядерной физики о ее связи с другими науками эти лекции могут быть интересны не только специалистам но и широкому кругу любителей науки

в курсе представлены исторические справки о знаменитых ученых с идеями и результатами которых связаны изучаемые разделы приведены основные учебники помогающие глубже изучить предмет предложены тренировочные упражнения и задачи",Открытое образование
Язык программирования С# | Программирование для детей Unity,https://www.udemy.com/course/si_sharp/,Узнайте основы популярного языка программирования С#,Udemy
Язык программирования C++. Часть 1. Процедурное программирование,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11092930,курс дает знания процедурного программирования на языках cc которые послужат фундаментом для дальнейшего изучения самых востребованных сегодня языков программирования python java c javascript php так как эти языки являются сиподобными а также для дальнейшего изучения языка c который уже много лет является главным языком системного программирования язык c  это самый низкоуровневый язык из всех универсальных и самый универсальный из всех низкоуровневых автор полагает что именно его и нужно изучать для знакомства с программированием как таковым независимо от того в какой области вы будете заниматься программированием в своей профессиональной жизни,Открытое образование
Язык современной публицистики,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=3905,"курс состоит из введения где вы узнаете об общих характеристиках медиаречи и ее основных функциях и трех блоков посвященных печатному новостному тексту телевизионной публицистике и коммуникативной среде нового типа

вы узнаете как работать с информационными жанрами заметка репортаж познакомитесь с правилами работы с информацией и активно освоите эти правила узнаете об инфографике и научитесь совмещать вербальный и невербальные коды фотография графика схемы и тд

вы узнаете как подготовиться к проведениюучастию в интервью активно освоите основные сценарии диалогарасспроса и обмена мнениями а также сможете оценить достоинства и недостатки речевого поведения участников токшоу

в третьем блоке мы выясним можно ли говорить о записи в блоге и посте в социальной сети как об особых жанрах а также попробуем выявить характерные черты языковой личности русскоязычного блогера и автора постов вы сможете смоделировать собственную языковую виртуальную личность опираясь на изученные модели и стратегии самопрезентации",Открытое образование
Язык современной рекламы и СМИ,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=3897,цель курса  осветить разные аспекты в современном состоянии языка рекламы и сми для этого решаются следующие задачи в аспекте культуры речи и нормативной стилистики осмысляются трансформации в современном русском языке отражающиеся в языке массмедиа в аспекте коммуникативной стилистики рассматриваются особенности коммуникации автор  адресат и авторские речевые стратегии внимание фокусируется на генеральной авторской стратегии убеждения и на манипулировании активно применяемом в сми и рекламе в лингвостилистическом плане  разъясняются языковые языковая игра и речевые приемы цитирование использование прецедентных текстов характерные для современных сми и рекламы рассматриваются типичные ошибки в языке сми а также характерные для медийной коммуникации проявления речевой агрессии,Открытое образование
Язык эффективной коммуникации,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11071638,все мы знаем что русский язык  один из богатейших по выразительности языков на планете однако не каждый студент поступивший на первую ступень университетского образования или даже проучившийся несколько лет способен правильно и эффективно использовать все средства собственного языка для осуществления коммуникации в деловой академической исследовательской среде,Открытое образование
Язык эффективной коммуникации в профессиональном общении,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11070875,"лаконичное точное и стилистически корректное изложение мыслей верное использование языковых средств свидетельствуют об умении исследователя доносить свои идеи до аудитории и говорят об его способностях не меньше чем научные достижения

данный курс предназначен для тех кто хотел бы научиться наиболее эффективно использовать язык в среде деловой и профессиональной коммуникации курс формирует навыки которые пригодятся как аспирантам так и начинающим преподавателям а также всем тем чья профессиональная деятельность связана с академической средой поскольку в современном мире широко распространено взаимодействие научных и деловых проектов полученные навыки слушатели смогут в дальнейшем применить в любой из избранных ими сфер деятельности",Открытое образование
Язык эффективной коммуникации в цифровой среде,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11044094,"в ходе онлайнкурса слушатели

 получают углубленное представление об использовании государственного языка рф в профессиональных целях в условиях цифровой среды

 овладевают умением осуществлять деловую коммуникацию в условиях цифровой среды

слушатели овладевают теоретическим знаниями базовых современных концепций о сетевом обществе и цифровой виртуальной реальности овладевают инструментами общения в соответствии с коммуникативным намерением и коммуникативной ситуацией в профессиональной онлайнсреде",Открытое образование
"Язык, культура и межкультурная коммуникация",https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=3592,"предлагаемый курс лекций раскрывает проблемы международной и межкультурной коммуникации с особым вниманием к тем изменениям в жизни человечества которые вызваны главными современными процессами научнотехнической революцией предоставившей небывалые возможности для общения людей и глобализацией как ее следствием

новые условия жизни с одной стороны дают новый взгляд на роль национальных языков и культур в том числе и как одного из главных препятствий на пути глобализации а с другой стороны поновому раскрывают как их сущность так и их влияние на человека одновременно творца и творения родного языка и культуры

цель изучения курса


	подготовить слушателей к эффективному межкультурному и международному общению
	способствовать оптимальному формированию языковой и межкультурной компетенции


задачи курса


	разъяснить и обосновать особую актуальность проблем межкультурной коммуникации в современную эпоху
	определить соотношение языка и культуры их роль в межкультурной коммуникации вообще и в преподавании иностранных языков в особенности
	определить факторы способствующие межкультурной коммуникации и затрудняющие ее
	раскрыть особую роль сопоставительного изучения языков и культур
	выявить скрытые трудности речепроизводства и коммуникации с особым вниманием к 1 коммуникационным или лексикофразеологическим ограничениям регулирующим пользование языком 2 ложной эквивалентности слов разных языков обусловленной различиями культурных представлений о предметах и явлениях реальности 3 национально обусловленным различиям в сфере реального речевого использования языковых единиц узус",Открытое образование
